"_id",cam_id,entry_count,exit_count,processed_timestamp,timestamp,video_file
5bb65f8a4b565392022568f4,180,1,2,2018-10-04T19:23:24.040Z,2018-10-01T12:45:01.000Z,2018-10-01T12-45-01.mp4
5bb686024b5653920225b9fd,180,1,,2018-10-04T21:28:33.697Z,2018-10-01T13:00:02.000Z,2018-10-01T13-00-02.mp4
5bb7075f4b5653920228397b,180,1,1,2018-10-05T06:45:53.667Z,2018-10-01T15:15:02.000Z,2018-10-01T15-15-02.mp4
5bb70ee54b56539202284ade,179,,1,2018-10-05T07:12:36.889Z,2018-10-01T12:45:02.000Z,2018-10-01T12-45-02.mp4
5bb715524b5653920228551a,179,,1,2018-10-05T07:40:01.607Z,2018-10-01T13:00:01.000Z,2018-10-01T13-00-01.mp4
5bb74da44b5653920229902d,179,2,3,2018-10-05T11:41:10.151Z,2018-10-01T14:45:02.000Z,2018-10-01T14-45-02.mp4
5bb7702f4b5653920229d7b6,179,1,1,2018-10-05T14:08:54.963Z,2018-10-01T15:50:44.000Z,2018-10-01T15-50-44.mp4
5bb7e33a4b565392022a8764,180,1,2,2018-10-05T22:19:41.945Z,2018-10-01T22:30:02.000Z,2018-10-01T22-30-02.mp4
5bb7ef784b565392022a9c0b,180,1,,2018-10-05T23:10:47.710Z,2018-10-01T23:00:01.000Z,2018-10-01T23-00-01.mp4
5bb7fb764b565392022ab046,180,1,,2018-10-06T00:01:57.145Z,2018-10-01T23:30:02.000Z,2018-10-01T23-30-02.mp4
5bb80acd4b565392022acaf8,180,1,1,2018-10-06T01:09:39.844Z,2018-10-02T00:00:00.000Z,2018-10-02T00-00-00.mp4
5bb8128d4b565392022ad854,180,1,1,2018-10-06T01:40:51.166Z,2018-10-02T00:15:00.000Z,2018-10-02T00-15-00.mp4
5bb819c94b565392022ae42e,180,1,,2018-10-06T02:11:19.915Z,2018-10-02T00:30:01.000Z,2018-10-02T00-30-01.mp4
5bb821464b565392022af0a0,179,1,3,2018-10-06T02:48:52.676Z,2018-10-01T21:45:01.000Z,2018-10-01T21-45-01.mp4
5bb831bd4b565392022b0e17,180,1,,2018-10-06T03:53:32.560Z,2018-10-02T01:15:00.000Z,2018-10-02T01-15-00.mp4
5bb8380f4b565392022b1a38,180,,1,2018-10-06T04:20:30.715Z,2018-10-02T01:30:02.000Z,2018-10-02T01-30-02.mp4
5bb83d714b565392022b24ac,180,2,1,2018-10-06T04:45:00.229Z,2018-10-02T01:45:01.000Z,2018-10-02T01-45-01.mp4
5bb844154b565392022b3208,180,2,,2018-10-06T05:11:52.167Z,2018-10-02T02:00:00.000Z,2018-10-02T02-00-00.mp4
5bb84dbf4b565392022b438a,179,,1,2018-10-06T05:53:02.067Z,2018-10-01T23:30:03.000Z,2018-10-01T23-30-03.mp4
5bb859dd4b565392022b616c,179,3,2,2018-10-06T06:45:06.465Z,2018-10-01T23:45:02.000Z,2018-10-01T23-45-02.mp4
5bb85e294b565392022b6c17,180,2,,2018-10-06T07:05:28.398Z,2018-10-02T02:45:01.000Z,2018-10-02T02-45-01.mp4
5bb8622b4b565392022b7450,179,1,,2018-10-06T07:20:10.280Z,2018-10-02T00:00:00.000Z,2018-10-02T00-00-00.mp4
5bb864804b565392022b7988,180,,1,2018-10-06T07:30:07.466Z,2018-10-02T03:00:02.000Z,2018-10-02T03-00-02.mp4
5bb86a924b565392022b849f,180,2,3,2018-10-06T08:03:27.335Z,2018-10-02T03:15:02.000Z,2018-10-02T03-15-02.mp4
5bb86fce4b565392022b8f19,179,1,1,2018-10-06T08:18:25.676Z,2018-10-02T00:30:01.000Z,2018-10-02T00-30-01.mp4
5bb871e14b565392022b943e,180,2,1,2018-10-06T08:33:37.663Z,2018-10-02T03:30:00.000Z,2018-10-02T03-30-00.mp4
5bb875c24b565392022b9c16,179,2,,2018-10-06T08:46:38.010Z,2018-10-02T00:45:02.000Z,2018-10-02T00-45-02.mp4
5bb8795c4b565392022ba30d,180,1,2,2018-10-06T09:03:21.048Z,2018-10-02T03:45:00.000Z,2018-10-02T03-45-00.mp4
5bb87cdb4b565392022baa98,179,1,1,2018-10-06T09:17:18.506Z,2018-10-02T01:00:00.000Z,2018-10-02T01-00-00.mp4
5bb8815e4b565392022bb2bb,180,1,,2018-10-06T09:33:17.206Z,2018-10-02T04:00:01.000Z,2018-10-02T04-00-01.mp4
5bb885144b565392022bb971,179,1,,2018-10-06T09:49:07.123Z,2018-10-02T01:15:00.000Z,2018-10-02T01-15-00.mp4
5bb88cb14b565392022bcae1,179,3,2,2018-10-06T10:30:16.501Z,2018-10-02T01:30:02.000Z,2018-10-02T01-30-02.mp4
5bb891974b565392022bd5bd,180,2,1,2018-10-06T10:47:01.544Z,2018-10-02T04:30:03.000Z,2018-10-02T04-30-03.mp4
5bb894e44b565392022bdcbf,179,2,1,2018-10-06T11:00:51.748Z,2018-10-02T01:45:01.000Z,2018-10-02T01-45-01.mp4
5bb899494b565392022be549,180,2,1,2018-10-06T11:20:54.919Z,2018-10-02T04:45:02.000Z,2018-10-02T04-45-02.mp4
5bb89da84b565392022bed80,179,1,1,2018-10-06T11:37:31.992Z,2018-10-02T02:00:01.000Z,2018-10-02T02-00-01.mp4
5bb8a0dd4b565392022bf39f,180,4,5,2018-10-06T12:00:46.697Z,2018-10-02T05:00:01.000Z,2018-10-02T05-00-01.mp4
5bb8a6634b565392022c02a5,179,,1,2018-10-06T12:11:14.302Z,2018-10-02T02:15:00.000Z,2018-10-02T02-15-00.mp4
5bb8ab9e4b565392022c0bc4,180,,2,2018-10-06T12:33:41.769Z,2018-10-02T05:15:01.000Z,2018-10-02T05-15-01.mp4
5bb8adcc4b565392022c10e0,179,1,2,2018-10-06T12:51:42.316Z,2018-10-02T02:30:01.000Z,2018-10-02T02-30-01.mp4
5bb8b2214b565392022c1905,180,1,,2018-10-06T13:01:20.130Z,2018-10-02T05:30:02.000Z,2018-10-02T05-30-02.mp4
5bb8bdb94b565392022c2da0,179,,1,2018-10-06T13:50:48.321Z,2018-10-02T03:00:02.000Z,2018-10-02T03-00-02.mp4
5bb8c4634b565392022c39bf,179,1,,2018-10-06T14:19:13.706Z,2018-10-02T03:15:02.000Z,2018-10-02T03-15-02.mp4
5bb8caa24b565392022c452f,179,1,2,2018-10-06T14:49:03.704Z,2018-10-02T03:30:01.000Z,2018-10-02T03-30-01.mp4
5bb8ceb34b565392022c4d24,180,,2,2018-10-06T15:08:15.490Z,2018-10-02T06:30:01.000Z,2018-10-02T06-30-01.mp4
5bb8d3464b565392022c55c8,179,,1,2018-10-06T15:22:44.725Z,2018-10-02T03:45:00.000Z,2018-10-02T03-45-00.mp4
5bb8d64a4b565392022c5b65,180,3,1,2018-10-06T15:41:52.383Z,2018-10-02T06:45:01.000Z,2018-10-02T06-45-01.mp4
5bb8dd014b565392022c6910,180,,2,2018-10-06T16:11:23.241Z,2018-10-02T07:00:02.000Z,2018-10-02T07-00-02.mp4
5bb8eb234b565392022c81bb,180,,1,2018-10-06T17:04:33.933Z,2018-10-02T07:30:00.000Z,2018-10-02T07-30-00.mp4
5bb8ed9e4b565392022c86da,179,,2,2018-10-06T17:18:04.673Z,2018-10-02T04:45:02.000Z,2018-10-02T04-45-02.mp4
5bb8f51e4b565392022c940f,179,,1,2018-10-06T17:47:08.754Z,2018-10-02T05:00:01.000Z,2018-10-02T05-00-01.mp4
5bb8fac34b565392022c9f0b,179,1,3,2018-10-06T18:19:18.552Z,2018-10-02T05:15:01.000Z,2018-10-02T05-15-01.mp4
5bb902624b565392022cae05,179,,1,2018-10-06T18:43:44.502Z,2018-10-02T05:30:02.000Z,2018-10-02T05-30-02.mp4
5bb909644b565392022cba76,179,,5,2018-10-06T19:18:50.551Z,2018-10-02T05:45:01.000Z,2018-10-02T05-45-01.mp4
5bb90dd84b565392022cc55a,180,,2,2018-10-06T19:32:45.245Z,2018-10-02T08:45:03.000Z,2018-10-02T08-45-03.mp4
5bb918014b565392022cd6cb,179,1,1,2018-10-06T20:18:33.666Z,2018-10-02T06:15:02.000Z,2018-10-02T06-15-02.mp4
5bb925e74b565392022cef55,179,,1,2018-10-06T21:15:18.181Z,2018-10-02T06:45:01.000Z,2018-10-02T06-45-01.mp4
5bb9313c4b565392022d047b,179,,1,2018-10-06T22:03:38.617Z,2018-10-02T07:15:01.000Z,2018-10-02T07-15-01.mp4
5bb934a44b565392022d0b8d,180,1,1,2018-10-06T22:18:58.804Z,2018-10-02T10:15:00.000Z,2018-10-02T10-15-00.mp4
5bb951c14b565392022d383f,179,1,,2018-10-07T00:22:23.344Z,2018-10-02T08:00:01.000Z,2018-10-02T08-00-01.mp4
5bb9812a4b565392022e379f,179,,1,2018-10-07T03:44:40.821Z,2018-10-02T09:15:00.000Z,2018-10-02T09-15-00.mp4
5bb9885d4b565392022e43d3,179,,2,2018-10-07T04:20:14.817Z,2018-10-02T09:30:00.000Z,2018-10-02T09-30-00.mp4
5bb9917d4b565392022e52ce,179,,1,2018-10-07T04:54:19.048Z,2018-10-02T09:45:01.000Z,2018-10-02T09-45-01.mp4
5bb99aa24b565392022e6238,179,,1,2018-10-07T05:33:20.670Z,2018-10-02T10:00:01.000Z,2018-10-02T10-00-01.mp4
5bb9a19b4b565392022e6e9d,179,2,,2018-10-07T06:21:00.717Z,2018-10-02T10:15:02.000Z,2018-10-02T10-15-02.mp4
5bb9c8554b565392022eae9f,179,1,,2018-10-07T08:48:19.756Z,2018-10-02T11:00:00.000Z,2018-10-02T11-00-00.mp4
5bb9d5ab4b565392022ec4bf,179,,3,2018-10-07T09:53:52.194Z,2018-10-02T11:15:02.000Z,2018-10-02T11-15-02.mp4
5bb9e9c74b565392023101c5,179,,1,2018-10-07T11:11:01.161Z,2018-10-02T11:30:01.000Z,2018-10-02T11-30-01.mp4
5bba13f64b5653920231cbf0,179,3,4,2018-10-07T14:20:06.918Z,2018-10-02T12:45:00.000Z,2018-10-02T12-45-00.mp4
5bbae6394b56539202333e39,180,1,1,2018-10-08T05:12:06.215Z,2018-10-02T23:15:01.000Z,2018-10-02T23-15-01.mp4
5bbafa0f4b565392023363d6,180,,1,2018-10-08T06:32:46.782Z,2018-10-03T00:00:00.000Z,2018-10-03T00-00-00.mp4
5bbb00054b56539202336f9f,180,,2,2018-10-08T07:02:18.422Z,2018-10-03T00:15:00.000Z,2018-10-03T00-15-00.mp4
5bbb09614b56539202338162,180,,1,2018-10-08T07:38:08.911Z,2018-10-03T00:30:00.000Z,2018-10-03T00-30-00.mp4
5bbb10d94b56539202338f35,180,1,1,2018-10-08T08:10:07.182Z,2018-10-03T00:45:01.000Z,2018-10-03T00-45-01.mp4
5bbb1d104b5653920233a8f3,180,1,,2018-10-08T09:02:07.996Z,2018-10-03T01:15:02.000Z,2018-10-03T01-15-02.mp4
5bbb23964b5653920233b5cd,180,1,,2018-10-08T09:29:58.100Z,2018-10-03T01:30:01.000Z,2018-10-03T01-30-01.mp4
5bbb26a94b5653920233bc55,179,,1,2018-10-08T09:43:05.223Z,2018-10-02T22:30:01.000Z,2018-10-02T22-30-01.mp4
5bbb29fd4b5653920233c36e,180,1,,2018-10-08T09:57:16.950Z,2018-10-03T01:45:00.000Z,2018-10-03T01-45-00.mp4
5bbb2e284b5653920233cbf3,179,1,,2018-10-08T10:15:03.764Z,2018-10-02T22:45:00.000Z,2018-10-02T22-45-00.mp4
5bbb30df4b5653920233d23f,180,1,,2018-10-08T10:26:38.543Z,2018-10-03T02:00:02.000Z,2018-10-03T02-00-02.mp4
5bbb35eb4b5653920233ddce,180,1,,2018-10-08T10:48:10.506Z,2018-10-03T02:15:01.000Z,2018-10-03T02-15-01.mp4
5bbb39c44b5653920233e559,179,1,2,2018-10-08T11:05:53.350Z,2018-10-02T23:15:01.000Z,2018-10-02T23-15-01.mp4
5bbb3d684b5653920233eea8,180,4,,2018-10-08T11:24:44.364Z,2018-10-03T02:30:01.000Z,2018-10-03T02-30-01.mp4
5bbb41dd4b5653920233f983,179,1,1,2018-10-08T11:41:24.994Z,2018-10-02T23:30:00.000Z,2018-10-02T23-30-00.mp4
5bbb44eb4b565392023400c7,180,2,,2018-10-08T11:52:11.849Z,2018-10-03T02:45:02.000Z,2018-10-03T02-45-02.mp4
5bbb4abf4b56539202340d66,180,1,1,2018-10-08T12:20:57.502Z,2018-10-03T03:00:01.000Z,2018-10-03T03-00-01.mp4
5bbb515a4b56539202341afd,180,,2,2018-10-08T12:49:21.077Z,2018-10-03T03:15:00.000Z,2018-10-03T03-15-00.mp4
5bbb54334b565392023420f1,179,3,2,2018-10-08T13:01:21.720Z,2018-10-03T00:15:00.000Z,2018-10-03T00-15-00.mp4
5bbb59074b56539202342b65,180,,2,2018-10-08T13:19:24.614Z,2018-10-03T03:30:00.000Z,2018-10-03T03-30-00.mp4
5bbb5be04b565392023431f3,179,,1,2018-10-08T13:30:07.932Z,2018-10-03T00:30:02.000Z,2018-10-03T00-30-02.mp4
5bbb5f4d4b56539202343aa5,180,,2,2018-10-08T13:45:10.796Z,2018-10-03T03:45:02.000Z,2018-10-03T03-45-02.mp4
5bbb635a4b565392023443d1,179,1,,2018-10-08T14:02:01.910Z,2018-10-03T00:45:02.000Z,2018-10-03T00-45-02.mp4
5bbb66e14b56539202344afd,180,1,2,2018-10-08T14:21:46.364Z,2018-10-03T04:00:01.000Z,2018-10-03T04-00-01.mp4
5bbb6c1c4b565392023456b7,179,,2,2018-10-08T14:42:14.621Z,2018-10-03T01:00:00.000Z,2018-10-03T01-00-00.mp4
5bbb6f2b4b56539202345e1b,180,,3,2018-10-08T14:59:06.438Z,2018-10-03T04:15:02.000Z,2018-10-03T04-15-02.mp4
